Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0028~Amino-acid biosynthesis	40	51.28205128205128	1.2170671428089268E-20	BSU_34920, BSU_29450, BSU_34900, BSU_32260, BSU_11220, BSU_11200, BSU_33430, BSU_34860, BSU_32240, BSU_34880, BSU_21910, BSU_22620, BSU_14190, BSU_00750, BSU_22640, BSU_21870, BSU_22680, BSU_29440, BSU_31400, BSU_23380, BSU_34910, BSU_28290, BSU_34890, BSU_32250, BSU_32170, BSU_11870, BSU_11210, BSU_14000, BSU_34870, BSU_11250, BSU_33440, BSU_16770, BSU_11190, BSU_16750, BSU_22630, BSU_14180, BSU_22670, BSU_22650, BSU_22490, BSU_29620	70	96	750	4.4642857142857135	3.1643745713032097E-19	3.1643745713032097E-19	1.3387738570898194E-19
KEGG_PATHWAY	bsu01230:Biosynthesis of amino acids	38	48.717948717948715	1.4173147221681717E-15	BSU_34920, BSU_29450, BSU_34900, BSU_32260, BSU_11220, BSU_11200, BSU_34860, BSU_32240, BSU_34880, BSU_21910, BSU_22620, BSU_14190, BSU_22640, BSU_21870, BSU_22680, BSU_29440, BSU_23380, BSU_34910, BSU_28290, BSU_34890, BSU_32250, BSU_32170, BSU_11870, BSU_11210, BSU_14000, BSU_17460, BSU_34870, BSU_11250, BSU_16770, BSU_11190, BSU_16750, BSU_22630, BSU_14180, BSU_22670, BSU_22650, BSU_22490, BSU_29620, BSU_22370	72	109	749	3.6266564729867485	5.6288307348495437E-14	5.527527416455869E-14	3.8267497498540636E-14
KEGG_PATHWAY	bsu01100:Metabolic pathways	70	89.74358974358975	3.460442347379382E-10	BSU_06430, BSU_29790, BSU_36800, BSU_34900, BSU_11220, BSU_36840, BSU_34860, BSU_32240, BSU_15220, BSU_21910, BSU_15180, BSU_22640, BSU_21870, BSU_06470, BSU_04570, BSU_22680, BSU_29440, BSU_04560, BSU_04640, BSU_23380, BSU_36810, BSU_06500, BSU_34910, BSU_36850, BSU_32250, BSU_32170, BSU_11210, BSU_14000, BSU_17460, BSU_34870, BSU_11250, BSU_16770, BSU_15570, BSU_22650, BSU_22490, BSU_06460, BSU_22370, BSU_34920, BSU_06530, BSU_29450, BSU_36820, BSU_36860, BSU_32260, BSU_11200, BSU_15200, BSU_33430, BSU_34880, BSU_22620, BSU_14190, BSU_06490, BSU_06450, BSU_06520, BSU_28290, BSU_34890, BSU_11870, BSU_36830, BSU_15230, BSU_36870, BSU_33440, BSU_16670, BSU_11190, BSU_16750, BSU_15590, BSU_22630, BSU_14180, BSU_15190, BSU_22670, BSU_06480, BSU_29620, BSU_06440	72	514	749	1.416720709035884	1.3495723427681128E-8	6.747862577389795E-9	4.671597168962165E-9
KEGG_PATHWAY	bsu01110:Biosynthesis of secondary metabolites	49	62.82051282051282	2.0980697545597975E-9	BSU_06430, BSU_34900, BSU_11220, BSU_34860, BSU_32240, BSU_21910, BSU_22640, BSU_21870, BSU_06470, BSU_22680, BSU_29440, BSU_23380, BSU_06500, BSU_34910, BSU_32250, BSU_32170, BSU_11210, BSU_14000, BSU_34870, BSU_11250, BSU_16770, BSU_22650, BSU_22490, BSU_06460, BSU_22370, BSU_34920, BSU_06530, BSU_29450, BSU_32260, BSU_11200, BSU_34880, BSU_22620, BSU_14190, BSU_06490, BSU_06450, BSU_06520, BSU_28290, BSU_34890, BSU_11870, BSU_16670, BSU_11190, BSU_16750, BSU_15590, BSU_22630, BSU_14180, BSU_22670, BSU_06480, BSU_29620, BSU_06440	72	258	749	1.9757213608957795	8.18247157807761E-8	2.5803716808882728E-8	1.7864111636918814E-8
KEGG_PATHWAY	bsu00300:Lysine biosynthesis	12	15.384615384615385	2.6465350573213056E-9	BSU_16770, BSU_16750, BSU_23380, BSU_14180, BSU_15180, BSU_14190, BSU_32260, BSU_11220, BSU_32170, BSU_22490, BSU_14000, BSU_04570	72	15	749	8.322222222222221	1.0321486376696498E-7	2.5803716808882728E-8	1.7864111636918814E-8
GOTERM_BP_DIRECT	GO:0000105~histidine biosynthetic process	9	11.538461538461538	8.81536908672076E-8	BSU_34920, BSU_22620, BSU_34900, BSU_34910, BSU_34890, BSU_34860, BSU_29620, BSU_34870, BSU_34880	76	10	864	10.23157894736842	5.906280108658457E-6	3.1328992878915278E-6	2.5632812355476135E-6
GOTERM_BP_DIRECT	GO:0006189~'de novo' IMP biosynthetic process	10	12.82051282051282	9.493634205731902E-8	BSU_06530, BSU_06430, BSU_06520, BSU_06500, BSU_06480, BSU_06490, BSU_06460, BSU_06470, BSU_06440, BSU_06450	76	13	864	8.744939271255062	6.360714987163618E-6	3.1328992878915278E-6	2.5632812355476135E-6
UP_KW_BIOLOGICAL_PROCESS	KW-0368~Histidine biosynthesis	9	11.538461538461538	1.3516795038868035E-7	BSU_34920, BSU_22620, BSU_34900, BSU_34910, BSU_34890, BSU_34860, BSU_29620, BSU_34870, BSU_34880	70	10	750	9.64285714285714	3.5143607721721537E-6	1.7571833550528446E-6	7.434237271377419E-7
GOTERM_MF_DIRECT	GO:0046933~proton-transporting ATP synthase activity, rotational mechanism	8	10.256410256410255	1.4216006454115184E-7	BSU_36820, BSU_36810, BSU_36800, BSU_36860, BSU_36850, BSU_36840, BSU_36830, BSU_36870	77	8	928	12.051948051948052	1.634827494478852E-5	1.6348407422232463E-5	1.6348407422232463E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0066~ATP synthesis	8	10.256410256410255	3.106991680731071E-7	BSU_36820, BSU_36810, BSU_36800, BSU_36860, BSU_36850, BSU_36840, BSU_36830, BSU_36870	70	8	750	10.714285714285714	8.07814699610443E-6	2.6927261233002614E-6	1.139230282934726E-6
GOTERM_BP_DIRECT	GO:0009252~peptidoglycan biosynthetic process	10	12.82051282051282	1.2234965121630903E-6	BSU_04560, BSU_04640, BSU_29790, BSU_15180, BSU_15190, BSU_31150, BSU_15200, BSU_04570, BSU_15220, BSU_15230	76	16	864	7.105263157894737	8.197095666362397E-5	2.6916923267587987E-5	2.2022937218935625E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0658~Purine biosynthesis	10	12.82051282051282	3.810810956462497E-6	BSU_06530, BSU_06430, BSU_06520, BSU_06500, BSU_06480, BSU_06490, BSU_06460, BSU_06470, BSU_06440, BSU_06450	70	17	750	6.30252100840336	9.907636527084485E-5	2.477027121700623E-5	1.0479730130271866E-5
KEGG_PATHWAY	bsu00550:Peptidoglycan biosynthesis	9	11.538461538461538	3.906103061485613E-6	BSU_04560, BSU_29790, BSU_15180, BSU_15190, BSU_31150, BSU_15200, BSU_04570, BSU_15220, BSU_15230	72	13	749	7.201923076923077	1.52326714028983E-4	3.0467603879587782E-5	2.109295653202231E-5
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	9	11.538461538461538	4.408294262755491E-6	BSU_04560, BSU_29790, BSU_15180, BSU_15190, BSU_31150, BSU_15200, BSU_04570, BSU_15220, BSU_15230	76	14	864	7.30827067669173	2.953127532150379E-4	7.27368553354656E-5	5.951197254719913E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0573~Peptidoglycan synthesis	9	11.538461538461538	6.657338523765744E-6	BSU_04560, BSU_29790, BSU_15180, BSU_15190, BSU_31150, BSU_15200, BSU_04570, BSU_15220, BSU_15230	70	14	750	6.887755102040815	1.730763983347483E-4	2.8848466936318223E-5	1.2205120626903864E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0133~Cell shape	9	11.538461538461538	6.657338523765744E-6	BSU_04560, BSU_29790, BSU_15180, BSU_15190, BSU_31150, BSU_15200, BSU_04570, BSU_15220, BSU_15230	70	14	750	6.887755102040815	1.730763983347483E-4	2.8848466936318223E-5	1.2205120626903864E-5
GOTERM_BP_DIRECT	GO:0009089~lysine biosynthetic process via diaminopimelate	8	10.256410256410255	7.05807804303573E-6	BSU_16770, BSU_16750, BSU_23380, BSU_14180, BSU_14190, BSU_32170, BSU_22490, BSU_14000	76	11	864	8.267942583732058	4.7278110151871555E-4	9.316663016807162E-5	7.622724286478589E-5
GOTERM_BP_DIRECT	GO:0000162~tryptophan biosynthetic process	7	8.974358974358974	8.60829273790008E-6	BSU_22630, BSU_22670, BSU_00750, BSU_22650, BSU_22640, BSU_34880, BSU_22680	76	8	864	9.947368421052632	5.765918029123629E-4	9.469122011690088E-5	7.747463464110072E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0457~Lysine biosynthesis	8	10.256410256410255	1.0209371389360171E-5	BSU_16770, BSU_16750, BSU_23380, BSU_14180, BSU_14190, BSU_32170, BSU_22490, BSU_14000	70	11	750	7.792207792207792	2.654097837302416E-4	3.792052230333778E-5	1.6043297897565982E-5
KEGG_PATHWAY	bsu00220:Arginine biosynthesis	10	12.82051282051282	2.706217207716457E-5	BSU_11190, BSU_29440, BSU_29450, BSU_11220, BSU_11200, BSU_11210, BSU_22370, BSU_06470, BSU_17460, BSU_11250	72	20	749	5.201388888888889	0.0010548822124755164	1.71885933171124E-4	1.1899795373385507E-4
KEGG_PATHWAY	bsu00340:Histidine metabolism	9	11.538461538461538	3.085132133840687E-5	BSU_34920, BSU_22620, BSU_34900, BSU_34910, BSU_34890, BSU_34860, BSU_29620, BSU_34870, BSU_34880	72	16	749	5.8515625	0.0012024965136994137	1.71885933171124E-4	1.1899795373385507E-4
UP_KW_BIOLOGICAL_PROCESS	KW-0822~Tryptophan biosynthesis	6	7.6923076923076925	3.2083210006420854E-5	BSU_22630, BSU_22670, BSU_00750, BSU_22650, BSU_22640, BSU_22680	70	6	750	10.714285714285714	8.338290129972226E-4	1.0427043252086777E-4	4.411441375882868E-5
GOTERM_BP_DIRECT	GO:0051301~cell division	7	8.974358974358974	5.5979801526367854E-5	BSU_29790, BSU_15180, BSU_15190, BSU_15200, BSU_04570, BSU_15220, BSU_15230	76	10	864	7.957894736842105	0.0037437264034169138	4.618333625925348E-4	3.77863660302983E-4
GOTERM_BP_DIRECT	GO:0007049~cell cycle	7	8.974358974358974	5.5979801526367854E-5	BSU_29790, BSU_15180, BSU_15190, BSU_15200, BSU_04570, BSU_15220, BSU_15230	76	10	864	7.957894736842105	0.0037437264034169138	4.618333625925348E-4	3.77863660302983E-4
UP_KW_BIOLOGICAL_PROCESS	KW-0375~Hydrogen ion transport	9	11.538461538461538	7.15837426765108E-5	BSU_36820, BSU_36810, BSU_36800, BSU_36860, BSU_36850, BSU_36840, BSU_36830, BSU_36880, BSU_36870	70	18	750	5.357142857142857	0.0018595128874360212	1.8172471502373073E-4	7.68835332792707E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0132~Cell division	7	8.974358974358974	7.68835332792707E-5	BSU_29790, BSU_15180, BSU_15190, BSU_15200, BSU_04570, BSU_15220, BSU_15230	70	10	750	7.5	0.001997051946097894	1.8172471502373073E-4	7.68835332792707E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0131~Cell cycle	7	8.974358974358974	7.68835332792707E-5	BSU_29790, BSU_15180, BSU_15190, BSU_15200, BSU_04570, BSU_15220, BSU_15230	70	10	750	7.5	0.001997051946097894	1.8172471502373073E-4	7.68835332792707E-5
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	34	43.58974358974359	9.237316314395873E-5	BSU_34920, BSU_29450, BSU_29790, BSU_34900, BSU_11220, BSU_11200, BSU_15200, BSU_34860, BSU_32240, BSU_34880, BSU_21910, BSU_15180, BSU_06470, BSU_04570, BSU_29440, BSU_04560, BSU_31400, BSU_06500, BSU_34890, BSU_32170, BSU_11870, BSU_11210, BSU_14000, BSU_17460, BSU_34870, BSU_11250, BSU_15230, BSU_16770, BSU_11190, BSU_15570, BSU_06480, BSU_22490, BSU_06460, BSU_22370	47	231	518	1.6221792392005159	4.617804955885374E-4	4.6186581571979363E-4	4.6186581571979363E-4
UP_KW_BIOLOGICAL_PROCESS	KW-0055~Arginine biosynthesis	7	8.974358974358974	1.568925275471686E-4	BSU_11190, BSU_29440, BSU_29450, BSU_11220, BSU_11200, BSU_11210, BSU_11250	70	11	750	6.818181818181818	0.0040712157870564925	3.3993380968553195E-4	1.568925275471686E-4
GOTERM_BP_DIRECT	GO:0015986~ATP synthesis coupled proton transport	5	6.41025641025641	2.4615498601837204E-4	BSU_36820, BSU_36800, BSU_36860, BSU_36840, BSU_36830	76	5	864	11.368421052631579	0.0163591262405407	0.0018051365641347282	0.0014769299161102323
GOTERM_CC_DIRECT	GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1)	5	6.41025641025641	2.4820668908246926E-4	BSU_36820, BSU_36810, BSU_36800, BSU_36840, BSU_36830	63	5	710	11.269841269841269	0.0022316436495430914	0.0022338602017422235	0.0022338602017422235
UP_KW_CELLULAR_COMPONENT	KW-0139~CF(1)	5	6.41025641025641	2.571722639528573E-4	BSU_36820, BSU_36810, BSU_36800, BSU_36840, BSU_36830	47	5	518	11.02127659574468	0.0012852001140962743	6.429306598821433E-4	6.429306598821433E-4
