Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006412~translation	59	44.696969696969695	1.759647339163445E-53	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_16520, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_06670, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15720, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_06690, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_06680, BSU_01150	127	59	864	6.803149606299213	2.0763838602128652E-51	2.0587873868212308E-51	1.988401493254693E-51
KEGG_PATHWAY	bsu03010:Ribosome	54	40.909090909090914	1.980757468276541E-50	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	106	54	749	7.066037735849056	6.140348151657277E-49	6.140348151657277E-49	6.140348151657277E-49
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	54	40.909090909090914	5.230342366002452E-49	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	131	54	928	7.083969465648855	6.01489372090282E-47	6.01489372090282E-47	5.596466331622623E-47
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	55	41.66666666666667	4.3060579292133605E-47	BSU_01180, BSU_15820, BSU_16040, BSU_15980, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	123	55	758	6.162601626016261	1.420999116640409E-45	1.420999116640409E-45	9.903933237190729E-46
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	54	40.909090909090914	4.3135467256135185E-46	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	123	54	758	6.16260162601626	1.423470419452461E-44	7.117352097262306E-45	4.9605787344555465E-45
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	51	38.63636363636363	1.4883270588073073E-37	BSU_29670, BSU_01180, BSU_14530, BSU_15980, BSU_16680, BSU_16960, BSU_16600, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01020, BSU_27410, BSU_01260, BSU_25550, BSU_01170, BSU_01290, BSU_16690, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_28950, BSU_28630, BSU_01250, BSU_01160, BSU_01280, BSU_25290, BSU_16780, BSU_37070, BSU_01200, BSU_01320, BSU_40890, BSU_01040, BSU_01270, BSU_01390, BSU_29660, BSU_01190, BSU_28370, BSU_40910, BSU_37080, BSU_01310, BSU_01110, BSU_41050, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_00380	123	56	758	5.612369337979094	4.9114792940641136E-36	1.637159764688038E-36	1.1410507450856022E-36
GOTERM_CC_DIRECT	GO:0005840~ribosome	45	34.090909090909086	1.2257564608510123E-36	BSU_01160, BSU_01280, BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_16020, BSU_24900, BSU_37070, BSU_01500, BSU_01400, BSU_01300, BSU_25410, BSU_01420, BSU_22880, BSU_00990, BSU_41060, BSU_01320, BSU_01100, BSU_01220, BSU_01440, BSU_01020, BSU_01240, BSU_28860, BSU_25550, BSU_40890, BSU_01270, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_15990, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_27940, BSU_01110, BSU_01230, BSU_28850, BSU_27960, BSU_01250, BSU_01150	120	45	710	5.916666666666667	2.819239859957328E-35	2.819239859957328E-35	2.5740885677871256E-35
UP_KW_BIOLOGICAL_PROCESS	KW-0648~Protein biosynthesis	35	26.515151515151516	2.772319723329601E-35	BSU_25270, BSU_30320, BSU_29670, BSU_15720, BSU_11420, BSU_37010, BSU_37330, BSU_16520, BSU_16500, BSU_35290, BSU_00130, BSU_01120, BSU_27410, BSU_27550, BSU_28640, BSU_22360, BSU_06690, BSU_06670, BSU_01390, BSU_27560, BSU_25260, BSU_28090, BSU_15730, BSU_15430, BSU_16570, BSU_16630, BSU_00820, BSU_00940, BSU_28950, BSU_01130, BSU_28630, BSU_27320, BSU_00380, BSU_28870, BSU_06680	82	35	750	9.146341463414634	8.594191142321763E-34	8.594191142321763E-34	7.4852632529899235E-34
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	35	26.515151515151516	8.42737820818419E-28	BSU_01160, BSU_01280, BSU_01180, BSU_25290, BSU_16680, BSU_37070, BSU_01300, BSU_01420, BSU_01200, BSU_01320, BSU_01100, BSU_01220, BSU_01260, BSU_25550, BSU_40890, BSU_01270, BSU_01390, BSU_29660, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_15750, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_01330, BSU_01110, BSU_01230, BSU_01350, BSU_28850, BSU_27960, BSU_01030, BSU_01250	131	37	928	6.701052197235403	9.691484939411819E-26	4.8457424697059095E-26	4.508647341378542E-26
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	36	27.27272727272727	9.712681675929485E-27	BSU_01160, BSU_01280, BSU_01180, BSU_25290, BSU_16680, BSU_37070, BSU_01300, BSU_01420, BSU_01200, BSU_01320, BSU_01100, BSU_01220, BSU_01020, BSU_01260, BSU_01040, BSU_25550, BSU_40890, BSU_01270, BSU_01390, BSU_29660, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_01330, BSU_01110, BSU_01230, BSU_01350, BSU_28850, BSU_27960, BSU_01030, BSU_01250	123	38	758	5.838254172015404	3.20518495305673E-25	8.012962382641825E-26	5.584791963659454E-26
KEGG_PATHWAY	bsu00970:Aminoacyl-tRNA biosynthesis	24	18.181818181818183	5.2508080860005304E-20	BSU_25270, BSU_30320, BSU_27560, BSU_29670, BSU_25260, BSU_28090, BSU_11420, BSU_15730, BSU_37330, BSU_15430, BSU_16570, BSU_00820, BSU_00940, BSU_28950, BSU_00130, BSU_28630, BSU_27410, BSU_27550, BSU_28640, BSU_22360, BSU_06690, BSU_00380, BSU_06670, BSU_06680	106	24	749	7.066037735849056	1.6277505066601645E-18	8.138752533300822E-19	8.138752533300822E-19
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	24	18.181818181818183	4.386909653554311E-18	BSU_01160, BSU_01490, BSU_01270, BSU_01050, BSU_01280, BSU_01180, BSU_01190, BSU_16040, BSU_40500, BSU_01310, BSU_01210, BSU_01320, BSU_01440, BSU_27940, BSU_01230, BSU_01340, BSU_01020, BSU_01350, BSU_28850, BSU_01240, BSU_28860, BSU_01030, BSU_01260, BSU_01040	120	24	710	5.916666666666668	1.0089892203174916E-16	5.044946101587458E-17	4.606255136232027E-17
