Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006412~translation	59	26.94063926940639	1.8115638755813309E-37	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_16520, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_06670, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15720, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_06690, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_06680, BSU_01150	212	59	864	4.0754716981132075	3.1340055047557024E-35	3.115889865999889E-35	2.989080394709196E-35
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	54	24.65753424657534	7.13608357971548E-36	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	210	54	928	4.4190476190476184	1.5485301367982593E-33	1.5485301367982593E-33	1.5271218860591129E-33
KEGG_PATHWAY	bsu03010:Ribosome	54	24.65753424657534	3.0518615944951435E-35	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	178	54	749	4.207865168539326	1.7090424929172805E-33	1.7090424929172805E-33	1.5259307972475718E-33
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	55	25.11415525114155	9.468783642983721E-34	BSU_01180, BSU_15820, BSU_16040, BSU_15980, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	195	55	758	3.887179487179487	3.503449947903977E-32	3.503449947903977E-32	2.840635092895116E-32
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	54	24.65753424657534	4.641718619879619E-33	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	195	54	758	3.887179487179487	1.717435889355459E-31	8.587179446777295E-32	6.962577929819428E-32
GOTERM_CC_DIRECT	GO:0005840~ribosome	45	20.54794520547945	2.3401558931837684E-26	BSU_01160, BSU_01280, BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_16020, BSU_24900, BSU_37070, BSU_01500, BSU_01400, BSU_01300, BSU_25410, BSU_01420, BSU_22880, BSU_00990, BSU_41060, BSU_01320, BSU_01100, BSU_01220, BSU_01440, BSU_01020, BSU_01240, BSU_28860, BSU_25550, BSU_40890, BSU_01270, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_15990, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_27940, BSU_01110, BSU_01230, BSU_28850, BSU_27960, BSU_01250, BSU_01150	189	45	710	3.7566137566137563	6.084405322277798E-25	6.084405322277798E-25	6.084405322277798E-25
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	51	23.28767123287671	1.0716154537462279E-25	BSU_29670, BSU_01180, BSU_14530, BSU_15980, BSU_16680, BSU_16960, BSU_16600, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01020, BSU_27410, BSU_01260, BSU_25550, BSU_01170, BSU_01290, BSU_16690, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_28950, BSU_28630, BSU_01250, BSU_01160, BSU_01280, BSU_25290, BSU_16780, BSU_37070, BSU_01200, BSU_01320, BSU_40890, BSU_01040, BSU_01270, BSU_01390, BSU_29660, BSU_01190, BSU_28370, BSU_40910, BSU_37080, BSU_01310, BSU_01110, BSU_41050, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_00380	195	56	758	3.5401098901098904	3.964977178861043E-24	1.3216590596203478E-24	1.0716154537462279E-24
UP_KW_BIOLOGICAL_PROCESS	KW-0648~Protein biosynthesis	35	15.981735159817351	2.1678730960617277E-23	BSU_25270, BSU_30320, BSU_29670, BSU_15720, BSU_11420, BSU_37010, BSU_37330, BSU_16520, BSU_16500, BSU_35290, BSU_00130, BSU_01120, BSU_27410, BSU_27550, BSU_28640, BSU_22360, BSU_06690, BSU_06670, BSU_01390, BSU_27560, BSU_25260, BSU_28090, BSU_15730, BSU_15430, BSU_16570, BSU_16630, BSU_00820, BSU_00940, BSU_28950, BSU_01130, BSU_28630, BSU_27320, BSU_00380, BSU_28870, BSU_06680	161	35	750	4.658385093167701	9.755428932277774E-22	9.755428932277774E-22	6.7204065977913555E-22
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	35	15.981735159817351	4.2343968376795726E-20	BSU_01160, BSU_01280, BSU_01180, BSU_25290, BSU_16680, BSU_37070, BSU_01300, BSU_01420, BSU_01200, BSU_01320, BSU_01100, BSU_01220, BSU_01260, BSU_25550, BSU_40890, BSU_01270, BSU_01390, BSU_29660, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_15750, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_01330, BSU_01110, BSU_01230, BSU_01350, BSU_28850, BSU_27960, BSU_01030, BSU_01250	210	37	928	4.180180180180179	9.188641137764672E-18	4.594320568882336E-18	4.530804616317143E-18
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	36	16.43835616438356	6.517358866929779E-19	BSU_01160, BSU_01280, BSU_01180, BSU_25290, BSU_16680, BSU_37070, BSU_01300, BSU_01420, BSU_01200, BSU_01320, BSU_01100, BSU_01220, BSU_01020, BSU_01260, BSU_01040, BSU_25550, BSU_40890, BSU_01270, BSU_01390, BSU_29660, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_01330, BSU_01110, BSU_01230, BSU_01350, BSU_28850, BSU_27960, BSU_01030, BSU_01250	195	38	758	3.6825910931174093	2.411422780764018E-17	6.028556951910045E-18	4.888019150197334E-18
