Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006412~translation	59	33.714285714285715	1.8093629070607181E-44	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_16520, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_06670, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15720, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_06690, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_06680, BSU_01150	168	59	864	5.142857142857142	2.786418876873506E-42	2.7683252478028986E-42	2.7140443605910773E-42
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	54	30.857142857142854	2.9509269361904184E-41	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	172	54	928	5.395348837209302	4.839520175352286E-39	4.839520175352286E-39	4.662464559180861E-39
KEGG_PATHWAY	bsu03010:Ribosome	54	30.857142857142854	5.697743983412429E-41	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	145	54	749	5.165517241379311	3.304691510379208E-39	3.304691510379208E-39	3.1907366307109597E-39
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	55	31.428571428571427	6.282367687280361E-39	BSU_01180, BSU_15820, BSU_16040, BSU_15980, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	162	55	758	4.679012345679013	2.1988286905481263E-37	2.1988286905481263E-37	1.5705919218200901E-37
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	54	30.857142857142854	4.020715319859057E-38	BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_24900, BSU_01500, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01340, BSU_01020, BSU_28860, BSU_01260, BSU_25550, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_16490, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_27940, BSU_01250, BSU_01160, BSU_01280, BSU_15080, BSU_37070, BSU_01400, BSU_25410, BSU_01200, BSU_00990, BSU_41060, BSU_01320, BSU_01440, BSU_01240, BSU_40890, BSU_01040, BSU_01270, BSU_29660, BSU_01190, BSU_40910, BSU_15990, BSU_01310, BSU_01110, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_01150	162	54	758	4.679012345679012	1.40725036195067E-36	7.03625180975335E-37	5.025894149823821E-37
GOTERM_CC_DIRECT	GO:0005840~ribosome	45	25.71428571428571	7.144164492550309E-31	BSU_01160, BSU_01280, BSU_01180, BSU_15820, BSU_16040, BSU_16680, BSU_16020, BSU_24900, BSU_37070, BSU_01500, BSU_01400, BSU_01300, BSU_25410, BSU_01420, BSU_22880, BSU_00990, BSU_41060, BSU_01320, BSU_01100, BSU_01220, BSU_01440, BSU_01020, BSU_01240, BSU_28860, BSU_25550, BSU_40890, BSU_01270, BSU_01050, BSU_01490, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_15990, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_27940, BSU_01110, BSU_01230, BSU_28850, BSU_27960, BSU_01250, BSU_01150	154	45	710	4.6103896103896105	1.9289244129885836E-29	1.9289244129885836E-29	1.9289244129885836E-29
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	51	29.142857142857142	2.714106334073807E-30	BSU_29670, BSU_01180, BSU_14530, BSU_15980, BSU_16680, BSU_16960, BSU_16600, BSU_01300, BSU_01420, BSU_22880, BSU_01100, BSU_01220, BSU_01020, BSU_27410, BSU_01260, BSU_25550, BSU_01170, BSU_01290, BSU_16690, BSU_01410, BSU_40500, BSU_01210, BSU_01330, BSU_28950, BSU_28630, BSU_01250, BSU_01160, BSU_01280, BSU_25290, BSU_16780, BSU_37070, BSU_01200, BSU_01320, BSU_40890, BSU_01040, BSU_01270, BSU_01390, BSU_29660, BSU_01190, BSU_28370, BSU_40910, BSU_37080, BSU_01310, BSU_01110, BSU_41050, BSU_01230, BSU_01350, BSU_27960, BSU_28850, BSU_01030, BSU_00380	162	56	758	4.261243386243386	9.499372169258324E-29	3.1664573897527747E-29	2.2617552783948393E-29
UP_KW_BIOLOGICAL_PROCESS	KW-0648~Protein biosynthesis	35	20.0	1.651470240682572E-28	BSU_25270, BSU_30320, BSU_29670, BSU_15720, BSU_11420, BSU_37010, BSU_37330, BSU_16520, BSU_16500, BSU_35290, BSU_00130, BSU_01120, BSU_27410, BSU_27550, BSU_28640, BSU_22360, BSU_06690, BSU_06670, BSU_01390, BSU_27560, BSU_25260, BSU_28090, BSU_15730, BSU_15430, BSU_16570, BSU_16630, BSU_00820, BSU_00940, BSU_28950, BSU_01130, BSU_28630, BSU_27320, BSU_00380, BSU_28870, BSU_06680	119	35	750	6.302521008403361	7.10132203493506E-27	7.10132203493506E-27	5.945292866457259E-27
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	35	20.0	2.7305514486541243E-23	BSU_01160, BSU_01280, BSU_01180, BSU_25290, BSU_16680, BSU_37070, BSU_01300, BSU_01420, BSU_01200, BSU_01320, BSU_01100, BSU_01220, BSU_01260, BSU_25550, BSU_40890, BSU_01270, BSU_01390, BSU_29660, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_15750, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_01330, BSU_01110, BSU_01230, BSU_01350, BSU_28850, BSU_27960, BSU_01030, BSU_01250	172	37	928	5.1037083595223125	4.478104375792764E-21	2.239052187896382E-21	2.1571356444367582E-21
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	36	20.57142857142857	5.484965250558665E-22	BSU_01160, BSU_01280, BSU_01180, BSU_25290, BSU_16680, BSU_37070, BSU_01300, BSU_01420, BSU_01200, BSU_01320, BSU_01100, BSU_01220, BSU_01020, BSU_01260, BSU_01040, BSU_25550, BSU_40890, BSU_01270, BSU_01390, BSU_29660, BSU_01170, BSU_01290, BSU_01190, BSU_40910, BSU_01410, BSU_40500, BSU_01310, BSU_01210, BSU_01330, BSU_01110, BSU_01230, BSU_01350, BSU_28850, BSU_27960, BSU_01030, BSU_01250	162	38	758	4.432748538011696	1.9197378376955328E-20	4.799344594238832E-21	3.428103281599166E-21
