Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0444~Lipid biosynthesis	13	31.70731707317073	1.7490643537121506E-11	BSU_29210, BSU_15900, BSU_15910, BSU_11340, BSU_16540, BSU_21920, BSU_16920, BSU_02290, BSU_24350, BSU_09540, BSU_02270, BSU_29200, BSU_24340	35	24	750	11.607142857142858	3.6730418706554246E-10	3.6730351427955165E-10	2.798502965939441E-10
KEGG_PATHWAY	bsu00552:Teichoic acid biosynthesis	10	24.390243902439025	4.28310786555497E-11	BSU_35720, BSU_21920, BSU_38500, BSU_38510, BSU_35730, BSU_35750, BSU_35530, BSU_38520, BSU_35760, BSU_38530	39	11	749	17.45920745920746	1.7132428808963596E-9	1.713243146221988E-9	1.713243146221988E-9
UP_KW_BIOLOGICAL_PROCESS	KW-0443~Lipid metabolism	13	31.70731707317073	1.163765155112053E-9	BSU_29210, BSU_15900, BSU_15910, BSU_11340, BSU_16540, BSU_21920, BSU_16920, BSU_02290, BSU_24350, BSU_09540, BSU_02270, BSU_29200, BSU_24340	35	32	750	8.705357142857144	2.4439068768700167E-8	1.1326690556780556E-8	8.629859471832804E-9
GOTERM_BP_DIRECT	GO:0019350~teichoic acid biosynthetic process	8	19.51219512195122	1.404774735576977E-9	BSU_35720, BSU_35660, BSU_35680, BSU_35730, BSU_35740, BSU_35750, BSU_35530, BSU_35760	39	8	864	22.153846153846153	6.040531208562072E-8	5.9000538894233036E-8	5.759576415865606E-8
UP_KW_BIOLOGICAL_PROCESS	KW-0777~Teichoic acid biosynthesis	8	19.51219512195122	1.6180986509686508E-9	BSU_35720, BSU_35660, BSU_35680, BSU_35730, BSU_35740, BSU_35750, BSU_35530, BSU_35760	35	8	750	21.428571428571427	3.3980071201256123E-8	1.1326690556780556E-8	8.629859471832804E-9
GOTERM_BP_DIRECT	GO:0006633~fatty acid biosynthetic process	7	17.073170731707318	6.644644246365393E-6	BSU_29210, BSU_15900, BSU_15910, BSU_11340, BSU_24350, BSU_29200, BSU_24340	39	13	864	11.928994082840237	2.8567983759320015E-4	1.3953752917367324E-4	1.3621520705049055E-4
UP_KW_BIOLOGICAL_PROCESS	KW-0275~Fatty acid biosynthesis	7	17.073170731707318	7.569300467843982E-6	BSU_29210, BSU_15900, BSU_15910, BSU_11340, BSU_24350, BSU_29200, BSU_24340	35	13	750	11.53846153846154	1.5894327859677926E-4	3.9738827456180904E-5	3.0277201871375927E-5
GOTERM_BP_DIRECT	GO:0070395~lipoteichoic acid biosynthetic process	5	12.195121951219512	1.550005288403675E-5	BSU_21920, BSU_38500, BSU_38510, BSU_38520, BSU_38530	39	5	864	22.153846153846153	6.662853727350537E-4	2.170007403765145E-4	2.1183405608183556E-4
KEGG_PATHWAY	bsu00061:Fatty acid biosynthesis	7	17.073170731707318	4.095869822329474E-5	BSU_29210, BSU_15900, BSU_15910, BSU_11340, BSU_24350, BSU_29200, BSU_24340	39	15	749	8.962393162393163	0.0016370400678893393	8.191739644658947E-4	8.191739644658947E-4
GOTERM_BP_DIRECT	GO:0071555~cell wall organization	9	21.951219512195124	8.120609142498359E-5	BSU_35720, BSU_35660, BSU_35680, BSU_35730, BSU_35740, BSU_35750, BSU_35530, BSU_38520, BSU_35760	39	36	864	5.538461538461539	0.0034859137649714267	8.526639599623277E-4	8.323624371060817E-4
